survived,pclass,age,sibsp,parch,fare,sex_encoded,emb_C,emb_Q,emb_S
1,3,,0.0,0.0,0.11807832478090757,0,False,True,False
1,1,0.9718523119928564,0.125,0.0,1.0,0,False,False,True
0,3,0.692316651783981,0.0,0.0,0.11807832478090757,0,False,False,True
0,2,,0.0,0.0,0.0,1,False,False,True
0,3,0.1021858135652444,0.5,0.16666666666666666,0.4437459624830881,1,False,True,False
1,3,0.5370190627790503,0.125,0.16666666666666666,0.30852723571785523,0,False,False,True
0,3,1.0,0.0,0.0,0.11807832478090757,1,False,True,False
0,3,0.42831075047559886,0.0,0.0,0.11966590690247796,1,False,False,True
0,3,0.24195364366968203,0.0,0.0,0.14474117231208025,1,False,False,True
1,3,0.28854292037116125,0.0,0.0,0.12264909864339432,1,False,False,True
0,1,,0.0,0.0,0.3961337347488512,1,False,False,True
0,3,0.5059595449780642,0.0,0.0,0.13198109527930474,1,True,False,False
1,3,0.459370268276585,0.0,0.0,0.14474117231208025,1,False,False,True
0,3,0.33513219707264047,0.0,0.0,0.12029972087807612,1,False,False,True
1,2,0.6457273750825019,0.0,0.0,0.1980668673744256,1,False,False,True
1,3,0.33513219707264047,0.0,0.0,0.11807832478090757,0,False,True,False
1,1,0.3972512326746127,0.0,0.0,1.0,0,False,False,True
1,1,0.28854292037116125,0.125,0.0,1.0,0,True,False,False
0,2,0.5525488216795434,0.0,0.0,0.19616237826505611,1,True,False,False
0,3,0.36619171487362656,0.0,0.0,0.13483782894335897,0,False,False,True
0,3,0.36619171487362656,0.0,0.0,0.12029972087807612,1,False,False,True
0,1,,0.0,0.0,0.42235169362407515,1,True,False,False
0,3,0.35842683542338005,0.0,0.0,0.11014346135563058,1,True,False,False
0,1,0.024537019062779053,0.125,0.3333333333333333,1.0,0,False,False,True
1,1,,0.0,0.0,0.46469534268615237,1,False,False,True
1,1,0.7699654462864464,0.0,0.16666666666666666,1.0,0,True,False,False
1,3,,0.0,0.0,0.11807832478090757,0,False,True,False
1,3,,0.25,0.0,0.3542349743427227,1,False,True,False
0,3,0.28854292037116125,0.0,0.0,0.0,1,False,False,True
1,2,,0.0,0.0,0.18816352400570432,0,False,True,False
0,3,,0.0,0.0,0.12264909864339432,1,False,False,True
1,1,0.007764879450246537,0.125,0.3333333333333333,1.0,1,False,False,True
1,1,,0.0,0.0,1.0,0,True,False,False
1,1,0.2574834025701751,0.125,0.0,1.0,0,True,False,False
0,2,0.459370268276585,0.125,0.0,0.3656619089989396,1,True,False,False
1,1,0.459370268276585,0.0,0.0,0.8673683312409346,0,True,False,False
1,1,0.36619171487362656,0.0,0.0,1.0,0,True,False,False
1,1,0.2730131614706682,0.25,0.3333333333333333,1.0,0,True,False,False
0,2,0.3972512326746127,0.125,0.16666666666666666,0.3961337347488512,0,False,False,True
0,3,0.42831075047559886,0.0,0.0,0.12029972087807612,1,False,False,True
0,2,0.6612571339829949,0.125,0.16666666666666666,0.39994271296759015,1,False,False,True
1,3,0.3972512326746127,0.0,0.0,0.11966590690247796,0,False,False,True
1,2,0.36619171487362656,0.125,0.0,0.3961337347488512,0,False,False,True
0,2,0.8320844818884187,0.0,0.0,0.2133027802493814,1,False,False,True
1,1,0.4749000271770781,0.0,0.3333333333333333,1.0,0,False,False,True
1,1,0.6146678572815157,0.125,0.16666666666666666,1.0,0,True,False,False
0,3,0.33513219707264047,0.0,0.0,0.11046036834342966,1,False,False,True
0,3,0.4127809915751058,0.0,0.0,0.12029972087807612,1,False,False,True
1,2,0.459370268276585,0.0,0.0,0.18816352400570432,0,False,True,False
1,2,0.33513219707264047,0.125,0.16666666666666666,0.44184147337371865,0,False,False,True
0,3,,1.0,0.3333333333333333,1.0,1,False,False,True
1,1,0.5525488216795434,0.0,0.0,1.0,0,True,False,False
0,3,0.9407927941918702,0.0,0.0,0.0950340065575369,1,False,False,True
1,2,0.5525488216795434,0.0,0.0,0.1980668673744256,0,False,False,True
1,3,0.4749000271770781,0.125,0.16666666666666666,0.31271711175846806,0,False,False,True
1,1,0.24195364366968203,0.0,0.16666666666666666,0.8833660397596382,0,True,False,False
1,3,,0.25,0.0,0.3542349743427227,0,False,True,False
0,1,0.7000815312342276,0.0,0.0,0.4342235169362407,1,False,False,True
0,1,0.5836083394805296,0.0,0.16666666666666666,1.0,1,False,False,True
0,3,0.24195364366968203,0.25,0.0,0.27424643174920466,1,False,False,True
1,1,,0.125,0.0,1.0,0,False,False,True
0,3,,0.0,0.0,0.12029972087807612,1,False,False,True
0,1,0.44384050937609193,0.125,0.0,1.0,1,False,False,True
1,1,0.6301976161820088,0.0,0.0,1.0,0,True,False,False
1,3,0.692316651783981,0.0,0.0,0.12264909864339432,1,False,False,True
0,1,0.692316651783981,0.0,0.0,0.5408749070609314,1,False,False,True
1,2,0.024537019062779053,0.125,0.16666666666666666,0.3961337347488512,1,False,False,True
1,1,0.36619171487362656,0.375,0.3333333333333333,1.0,0,False,False,True
0,2,0.42831075047559886,0.0,0.0,0.1980668673744256,1,False,False,True
0,2,0.38172147377411964,0.0,0.0,0.1980668673744256,1,False,False,True
0,2,0.5525488216795434,0.0,0.0,0.1980668673744256,1,False,False,True
1,2,0.36619171487362656,0.0,0.0,0.1980668673744256,0,False,False,True
1,2,0.6146678572815157,0.0,0.0,0.1980668673744256,0,False,False,True
1,3,,0.125,0.0,0.24529819728678864,0,False,False,True
1,3,0.04006677796327212,0.125,0.16666666666666666,0.24225101471179747,1,False,False,True
0,3,0.6457273750825019,0.0,0.0,0.13198109527930474,1,False,False,True
0,3,0.35066195597313354,0.0,0.0,0.1405512962714674,1,False,False,True
0,1,,0.0,0.0,0.5332569506234536,1,False,False,True
0,3,0.22642388476918895,0.125,0.16666666666666666,0.11014346135563058,1,True,False,False
0,3,0.38172147377411964,0.125,0.0,0.2711992491742135,1,False,False,True
0,3,,0.0,0.0,0.11007947052155576,1,True,False,False
0,3,0.42831075047559886,0.0,0.0,0.14474117231208025,1,False,False,True
1,1,0.33513219707264047,0.0,0.16666666666666666,0.8379752081225699,0,False,False,True
0,2,0.5836083394805296,0.0,0.0,0.1980668673744256,0,False,False,True
1,3,,0.0,0.0,0.12004680472435186,0,False,True,False
1,3,,0.0,0.0,0.12004680472435186,0,False,True,False
0,3,0.6146678572815157,0.125,0.6666666666666666,0.42508196921126723,1,False,False,True
0,2,0.44384050937609193,0.125,0.0,0.42235169362407515,1,True,False,False
0,3,0.692316651783981,0.0,0.16666666666666666,0.22022293187718633,0,True,False,False
0,3,0.5370190627790503,0.0,0.0,0.10741318576843849,1,False,False,True
0,3,,0.125,0.0,0.23615664956181515,1,False,True,False
0,3,0.459370268276585,0.0,0.0,0.11046036834342966,1,False,False,True
1,1,0.9252630352913771,0.125,0.0,1.0,0,True,False,False
1,3,,0.0,0.0,0.11014346135563058,0,True,False,False
1,3,,0.0,0.0,0.11807832478090757,0,False,True,False
1,1,0.36619171487362656,0.0,0.0,1.0,0,True,False,False
1,1,0.38172147377411964,0.125,0.0,0.8447049108394378,1,True,False,False
0,3,0.2730131614706682,0.125,0.0,0.09896944285313798,1,False,False,True
0,3,0.28854292037116125,0.0,0.0,0.12264909864339432,1,False,False,True
0,1,0.33513219707264047,0.0,0.0,1.0,1,True,False,False
0,3,0.04006677796327212,0.375,0.16666666666666666,0.32109686383969377,0,False,False,True
1,1,,0.125,0.0,1.0,0,True,False,False
1,3,0.33513219707264047,0.0,0.0,0.11046036834342966,0,False,False,True
0,1,0.4127809915751058,0.0,0.3333333333333333,1.0,1,True,False,False
0,3,0.3040726792716543,0.0,0.0,0.061134100410760214,1,True,False,False
